LIMIT_BAL,SEX,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,dpnm,EDUCATION_0,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2
130000.0,2,34,1,2,2,2,2,0,126701.0,129388.0,130768.0,131858.0,125874.0,127988.0,6200.0,5000.0,4732.0,0.0,5000.0,5000.0,1,0,0,0,1,0,0,1,0
360000.0,1,32,-1,-1,-1,0,0,0,8140.0,0.0,20470.0,10357.0,8540.0,0.0,0.0,20470.0,207.0,0.0,0.0,3185.0,0,0,1,0,0,0,0,0,1
110000.0,2,23,0,0,0,0,0,0,37129.0,32761.0,26428.0,23043.0,20338.0,7680.0,1800.0,1554.0,1212.0,0.0,0.0,74458.0,0,0,0,1,0,0,0,0,1
230000.0,2,32,-2,-2,-2,-2,-2,-2,2774.0,0.0,0.0,0.0,0.0,5347.0,0.0,0.0,0.0,0.0,5347.0,0.0,0,0,1,0,0,0,0,1,0
160000.0,2,27,1,-1,0,0,0,0,0.0,11700.0,12829.0,10801.0,10351.0,3366.0,11700.0,12014.0,8000.0,5000.0,0.0,1263.0,1,0,1,0,0,0,0,0,1
30000.0,1,24,1,2,2,2,0,0,27262.0,26545.0,28590.0,27831.0,28433.0,30257.0,0.0,2800.0,0.0,1050.0,2300.0,0.0,1,0,0,1,0,0,0,0,1
70000.0,1,61,3,2,2,0,0,0,8909.0,9812.0,9511.0,10828.0,11346.0,11589.0,1200.0,0.0,1482.0,1000.0,426.0,1000.0,0,0,0,0,1,0,0,0,0
50000.0,2,57,0,-1,-1,-1,-1,-1,3964.0,1690.0,3780.0,1468.0,1468.0,1644.0,1690.0,3780.0,1468.0,1468.0,1644.0,1363.0,0,0,0,0,1,0,0,1,0
480000.0,1,40,0,0,0,0,0,0,69011.0,69842.0,71857.0,66673.0,65200.0,65511.0,3000.0,3000.0,2096.0,2115.0,2089.0,2207.0,0,0,0,1,0,0,0,1,0
150000.0,2,28,2,0,0,0,0,0,65809.0,55997.0,46392.0,36172.0,25767.0,16791.0,1498.0,1614.0,1227.0,655.0,2000.0,5000.0,1,0,1,0,0,0,0,0,1
50000.0,2,23,0,0,0,0,0,0,4821.0,15898.0,16862.0,16110.0,18458.0,19112.0,12000.0,1551.0,579.0,3000.0,954.0,570.0,0,0,1,0,0,0,0,0,1
80000.0,2,30,0,0,0,0,0,0,79194.0,80575.0,76782.0,48643.0,49263.0,49869.0,3077.0,2291.0,1723.0,1775.0,1802.0,1763.0,0,0,0,1,0,0,0,0,1
180000.0,2,28,2,2,2,2,0,0,2096.0,3775.0,5570.0,4722.0,8643.0,7783.0,1721.0,2005.0,31.0,5000.0,1000.0,5000.0,0,0,1,0,0,0,0,0,1
140000.0,2,36,-1,-1,-1,-1,-1,-1,326.0,501.0,1251.0,0.0,2106.0,652.0,501.0,1251.0,0.0,2106.0,652.0,0.0,1,0,0,1,0,0,0,1,0
150000.0,1,36,0,0,0,0,0,0,220889.0,133616.0,136378.0,139219.0,142172.0,145065.0,3800.0,3900.0,4000.0,4100.0,4100.0,5500.0,0,0,0,0,0,0,0,1,0
490000.0,2,29,0,0,0,0,-1,-1,20984.0,10863.0,5342.0,7395.0,367.0,13804.0,2000.0,2000.0,3500.0,367.0,16024.0,3500.0,0,0,1,0,0,0,0,0,1
50000.0,2,51,0,0,0,0,0,0,50448.0,34741.0,21312.0,17398.0,17773.0,17368.0,2017.0,2130.0,500.0,2000.0,2000.0,2000.0,1,0,0,0,1,0,0,1,0
120000.0,2,39,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,0.0,632.0,316.0,316.0,316.0,0.0,632.0,316.0,0.0,1,0,0,1,0,0,0,1,0
240000.0,2,28,-1,2,2,-1,-1,-2,5018.0,2300.0,0.0,2500.0,0.0,0.0,0.0,200.0,2500.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1
150000.0,1,33,0,0,0,0,0,0,144761.0,146271.0,128105.0,130555.0,133985.0,136151.0,6005.0,5005.0,5005.0,6005.0,5005.0,5005.0,0,0,1,0,0,0,0,1,0
170000.0,2,40,-2,-2,-2,-2,-2,-2,0.0,0.0,1980.0,0.0,280.0,280.0,0.0,1980.0,0.0,280.0,280.0,1111.0,1,0,1,0,0,0,0,0,1
230000.0,1,45,0,0,0,0,0,0,203135.0,208225.0,178559.0,172772.0,175057.0,177113.0,10000.0,6528.0,6000.0,6500.0,7000.0,10000.0,0,0,0,0,1,0,0,1,0
50000.0,1,27,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1
220000.0,1,32,0,-1,-1,-1,-1,-1,8000.0,8288.0,8000.0,0.0,8000.0,0.0,8288.0,8000.0,0.0,8000.0,0.0,0.0,0,0,0,1,0,0,0,1,0
50000.0,1,25,0,0,0,0,0,0,47809.0,49040.0,29662.0,28360.0,28831.0,29487.0,2141.0,1763.0,1161.0,1077.0,1167.0,1004.0,0,0,0,1,0,0,0,0,1
110000.0,1,40,0,0,0,0,0,0,109191.0,110937.0,108869.0,43207.0,42954.0,43839.0,5000.0,3814.0,2000.0,1600.0,1600.0,1600.0,0,0,0,1,0,0,0,0,1
110000.0,2,24,0,0,0,0,2,0,40882.0,35428.0,39680.0,44097.0,42543.0,33189.0,2000.0,5000.0,5000.0,0.0,2000.0,3000.0,0,0,1,0,0,0,0,0,1
80000.0,1,26,0,0,0,0,-1,-1,68194.0,24956.0,22145.0,33675.0,3047.0,77511.0,2000.0,3000.0,18000.0,3047.0,77511.0,4000.0,0,0,0,1,0,0,0,0,1
220000.0,1,47,-2,-2,-2,-2,-2,-2,7625.0,8325.0,1497.0,0.0,0.0,7625.0,8334.0,1497.0,0.0,0.0,7625.0,2226.0,0,0,0,1,0,0,0,1,0
80000.0,2,29,-2,-2,-1,2,2,3,2673.0,0.0,317.0,317.0,1521.0,1204.0,0.0,317.0,0.0,1204.0,0.0,0.0,0,0,1,0,0,0,0,0,1
90000.0,2,50,0,0,0,2,0,0,43439.0,44512.0,47677.0,46615.0,47537.0,48616.0,2100.0,4200.0,0.0,2000.0,2000.0,2000.0,0,0,0,1,0,0,0,1,0
180000.0,2,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1
180000.0,1,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0
280000.0,2,30,1,-1,-1,-1,0,0,0.0,230.0,0.0,327.0,168.0,168.0,230.0,0.0,327.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1
360000.0,1,32,-2,-2,-2,-2,-2,-2,10591.0,-326.0,56337.0,10959.0,7056.0,0.0,326.0,56663.0,11013.0,7091.0,0.0,0.0,0,0,0,1,0,0,0,0,0
20000.0,2,22,0,0,0,0,0,0,19760.0,18570.0,17604.0,11973.0,9517.0,6799.0,1376.0,1383.0,1000.0,455.0,1500.0,2200.0,0,0,1,0,0,0,0,0,1
50000.0,2,22,1,1,2,2,2,2,44531.0,50863.0,49555.0,34644.0,28867.0,28983.0,7178.0,0.0,1656.0,944.0,967.0,1112.0,0,0,0,1,0,0,0,1,0
200000.0,2,29,0,0,0,0,0,-2,204541.0,170572.0,80620.0,82300.0,0.0,0.0,7186.0,3900.0,3900.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0
140000.0,2,66,1,-2,-2,-2,-1,2,0.0,0.0,0.0,0.0,825.0,675.0,0.0,0.0,0.0,825.0,0.0,23715.0,0,0,1,0,0,0,0,1,0
220000.0,1,48,0,0,-1,0,0,2,2858.0,1929.0,10417.0,9363.0,7898.0,5758.0,1000.0,10417.0,1061.0,525.0,0.0,313.0,0,0,0,1,0,0,0,1,0
170000.0,1,49,2,2,2,2,2,2,26991.0,30090.0,18104.0,19050.0,18783.0,8042.0,4019.0,0.0,1060.0,0.0,807.0,0.0,1,0,0,1,0,0,0,1,0
70000.0,1,24,0,0,0,0,0,-1,12109.0,15328.0,16854.0,16741.0,15154.0,6060.0,5328.0,4000.0,3000.0,3007.0,6060.0,5133.0,0,0,1,0,0,0,0,0,1
260000.0,2,36,0,0,0,0,0,0,59127.0,60344.0,61641.0,60715.0,57116.0,58318.0,2200.0,2300.0,2200.0,2060.0,2119.0,2293.0,0,0,0,1,0,0,0,1,0
220000.0,1,29,0,0,0,0,0,0,122286.0,122839.0,123035.0,114385.0,115903.0,118528.0,5008.0,5007.0,6007.0,5000.0,4700.0,5503.0,0,0,0,1,0,0,0,0,1
220000.0,2,31,0,0,0,0,0,0,79226.0,78693.0,78297.0,78980.0,77817.0,77569.0,3900.0,3500.0,4000.0,2700.0,3000.0,10000.0,0,0,0,1,0,0,0,1,0
50000.0,1,40,0,0,0,0,0,0,49224.0,50222.0,50921.0,49415.0,8862.0,9711.0,1821.0,2200.0,2000.0,500.0,9000.0,331.0,0,0,0,1,0,0,0,0,1
180000.0,2,33,-1,0,0,0,0,0,996.0,1999.0,2216.0,2301.0,2364.0,2286.0,1503.0,1400.0,250.0,228.0,106.0,1601.0,1,0,1,0,0,0,0,1,0
80000.0,2,38,-2,-2,-2,-2,-2,-2,0.0,0.0,517.0,0.0,0.0,0.0,339.0,517.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0
10000.0,2,22,0,0,0,0,0,0,2274.0,3297.0,4730.0,5649.0,7304.0,8252.0,1067.0,1500.0,1000.0,1751.0,1073.0,2041.0,1,0,0,1,0,0,0,0,1
240000.0,1,31,-1,-1,-1,-1,-1,-1,1051.0,475.0,1051.0,671.0,291.0,671.0,475.0,1051.0,671.0,291.0,671.0,671.0,0,0,0,1,0,0,0,1,0
140000.0,2,34,-1,-1,-2,-2,-2,-1,2574.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,840.0,1380.0,0,0,1,0,0,0,0,1,0
60000.0,2,43,0,0,0,0,0,0,57033.0,58994.0,59732.0,36914.0,37684.0,38613.0,2880.0,2473.0,1322.0,1366.0,1554.0,1369.0,0,0,0,1,0,0,0,1,0
200000.0,2,41,-2,-2,-2,-2,-2,-2,7812.0,0.0,0.0,1115.0,0.0,0.0,0.0,0.0,1115.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0
210000.0,1,37,-1,-1,-1,-1,-1,-1,2359.0,1519.0,1939.0,1939.0,1939.0,1520.0,1519.0,1939.0,1939.0,1939.0,1520.0,2358.0,0,0,0,0,1,0,0,1,0
60000.0,1,24,0,0,0,0,0,0,24608.0,18686.0,18571.0,18118.0,16179.0,12919.0,1400.0,1500.0,1295.0,3655.0,330.0,507.0,0,0,0,1,0,0,0,1,0
10000.0,2,32,0,0,0,0,0,0,8509.0,9228.0,9821.0,9495.0,9469.0,10191.0,1400.0,1300.0,350.0,500.0,1650.0,0.0,0,0,0,1,0,0,0,0,1
230000.0,2,33,0,0,0,0,0,0,19518.0,21735.0,22599.0,20600.0,24132.0,38793.0,3735.0,3599.0,3600.0,4132.0,15000.0,5865.0,0,0,1,0,0,0,0,0,1
50000.0,2,37,0,0,0,0,0,0,46990.0,48233.0,49291.0,28314.0,28959.0,29547.0,2000.0,2019.0,1200.0,1100.0,1069.0,1000.0,0,0,0,1,0,0,0,1,0
80000.0,2,35,-2,-2,-2,-2,-2,-2,17087.0,1617.0,8140.0,7258.0,20171.0,5483.0,1617.0,8179.0,7285.0,20171.0,5483.0,42081.0,0,0,0,1,0,0,0,1,0
50000.0,2,33,0,0,0,0,0,0,34065.0,35422.0,32612.0,31842.0,27438.0,26127.0,3000.0,2011.0,1402.0,3089.0,3482.0,5000.0,0,0,0,1,0,0,0,1,0
180000.0,2,27,0,0,0,0,0,0,28978.0,25271.0,19917.0,22659.0,16114.0,15587.0,5029.0,12000.0,12659.0,10000.0,9000.0,9000.0,0,0,0,1,0,0,0,0,1
350000.0,1,50,0,0,0,0,0,0,93676.0,91832.0,88719.0,87968.0,84596.0,82785.0,3240.0,5006.0,4014.0,3010.0,3043.0,5003.0,0,0,1,0,0,0,0,1,0
70000.0,1,28,0,0,0,0,0,0,67857.0,69711.0,64947.0,26022.0,28575.0,21460.0,3000.0,1500.0,13959.0,3000.0,1500.0,4000.0,0,0,1,0,0,0,0,0,1
30000.0,2,29,2,2,2,2,2,0,18872.0,21734.0,21103.0,22939.0,22273.0,22814.0,3500.0,0.0,2500.0,0.0,900.0,1000.0,1,0,0,1,0,0,0,0,1
140000.0,2,24,0,0,0,0,0,0,25118.0,18948.0,16923.0,12103.0,11519.0,11611.0,2000.0,2001.0,401.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,0,1
20000.0,2,22,0,0,0,0,0,-1,9930.0,8176.0,6860.0,7000.0,10199.0,1500.0,1336.0,1000.0,140.0,3199.0,1500.0,780.0,0,0,1,0,0,0,0,0,1
360000.0,1,35,-1,-1,-1,-1,-2,-1,2010.0,2936.0,640.0,0.0,0.0,4750.0,2936.0,640.0,0.0,0.0,4750.0,1470.0,0,0,1,0,0,0,0,0,1
150000.0,2,33,0,0,0,0,0,0,25849.0,26852.0,27882.0,28894.0,29313.0,29924.0,1735.0,1765.0,1777.0,1196.0,1233.0,1238.0,0,0,0,1,0,0,0,1,0
400000.0,2,44,0,0,0,0,0,0,35504.0,36680.0,35670.0,30364.0,28085.0,28708.0,5025.0,5044.0,2514.0,988.0,2004.0,5000.0,0,0,0,0,1,0,0,1,0
60000.0,2,37,0,0,0,0,0,0,38670.0,37606.0,35189.0,31373.0,28455.0,26598.0,1606.0,1674.0,1420.0,937.0,1006.0,1039.0,0,0,0,1,0,0,0,1,0
280000.0,2,46,0,0,2,2,0,0,29523.0,154398.0,151984.0,47851.0,49374.0,50198.0,126000.0,3000.0,0.0,3000.0,2000.0,2000.0,0,0,0,1,0,0,0,0,1
70000.0,1,45,0,0,0,0,0,0,31218.0,32321.0,41713.0,42233.0,43288.0,46001.0,1608.0,10000.0,1511.0,1735.0,3600.0,0.0,1,0,0,1,0,0,0,1,0
420000.0,1,38,0,0,0,0,0,0,293402.0,297672.0,304702.0,311889.0,182087.0,185152.0,10433.0,12000.0,13302.0,7002.0,6500.0,7000.0,0,0,0,1,0,0,0,1,0
50000.0,2,23,0,0,0,0,0,0,50933.0,50906.0,48560.0,49826.0,34318.0,19884.0,2400.0,2500.0,2608.0,700.0,3381.0,0.0,0,0,1,0,0,0,0,0,1
240000.0,2,43,0,0,0,0,0,0,48502.0,49001.0,47026.0,45827.0,39527.0,40868.0,2200.0,1923.0,1682.0,2000.0,2000.0,1300.0,0,0,0,1,0,0,0,1,0
750000.0,2,28,1,-1,-1,0,0,-1,9500.0,9655.0,401003.0,399493.0,400993.0,409483.0,250000.0,401003.0,7990.0,11000.0,417990.0,3080.0,0,0,1,0,0,0,0,0,1
180000.0,1,35,1,2,2,2,2,2,133424.0,134835.0,131176.0,139976.0,138325.0,146136.0,5000.0,0.0,11000.0,700.0,10300.0,0.0,1,0,1,0,0,0,0,1,0
500000.0,2,32,-1,0,0,-1,-1,-2,26455.0,12229.0,989.0,2008.0,-59.0,11835.0,7060.0,1003.0,2018.0,59.0,11894.0,2.0,0,0,0,1,0,0,0,1,0
20000.0,1,30,1,2,4,3,2,2,19977.0,21359.0,20581.0,19860.0,19690.0,1735.0,2000.0,0.0,0.0,0.0,500.0,0.0,1,0,0,1,0,0,0,0,1
500000.0,2,27,0,-1,0,0,0,0,8328.0,24491.0,26085.0,27644.0,28884.0,32930.0,25450.0,2000.0,2000.0,2000.0,5000.0,5000.0,1,0,1,0,0,0,0,0,1
60000.0,1,36,0,0,0,0,0,0,34364.0,34246.0,13266.0,19876.0,19274.0,17923.0,5000.0,1029.0,19507.0,1000.0,358.0,3045.0,0,0,0,0,1,0,0,0,1
330000.0,1,57,-1,-1,-1,-1,-2,-1,3166.0,-206.0,3429.0,0.0,0.0,749.0,552.0,5726.0,0.0,0.0,749.0,799.0,0,0,1,0,0,0,0,1,0
500000.0,1,31,1,-2,-2,-2,-1,0,0.0,0.0,0.0,0.0,881.0,881.0,0.0,0.0,0.0,881.0,0.0,0.0,1,0,1,0,0,0,0,1,0
230000.0,1,53,2,2,-2,-2,-2,-1,1350.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,470.0,0.0,0,0,0,1,0,0,0,1,0
280000.0,2,31,0,0,0,2,2,2,127609.0,76057.0,75377.0,68277.0,72042.0,65921.0,6000.0,6000.0,0.0,4800.0,0.0,2226.0,0,0,0,1,0,0,0,1,0
120000.0,2,39,0,0,0,0,0,0,114644.0,117110.0,117050.0,117486.0,117720.0,118773.0,4320.0,4200.0,4200.0,4300.0,4400.0,4200.0,0,0,0,1,0,0,0,1,0
50000.0,2,39,0,0,0,0,0,0,26262.0,15020.0,16460.0,16888.0,17464.0,18171.0,4000.0,2000.0,1000.0,1000.0,1000.0,596.0,0,0,0,1,0,0,0,0,1
180000.0,2,28,1,2,2,0,0,0,172850.0,182810.0,169529.0,153501.0,136920.0,139506.0,14400.0,402.0,5166.0,5000.0,5030.0,5391.0,1,0,0,1,0,0,0,0,1
50000.0,2,31,0,0,2,0,0,2,44970.0,48101.0,46993.0,47940.0,50903.0,49794.0,3855.0,0.0,1694.0,3713.0,2000.0,1900.0,1,0,0,1,0,0,0,1,0
160000.0,2,35,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.0,1,0,1,0,0,0,0,1,0
70000.0,2,39,0,0,0,0,0,2,124493.0,125680.0,129498.0,131216.0,136744.0,133413.0,4800.0,5900.0,6000.0,9200.0,0.0,4859.0,0,0,0,0,1,0,0,1,0
180000.0,2,63,-1,-1,-2,-2,-2,-2,1344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0
80000.0,2,35,0,0,0,-1,-1,-1,48725.0,53095.0,56858.0,4849.0,4849.0,4849.0,10000.0,10000.0,4849.0,4849.0,4849.0,4849.0,0,0,0,1,0,0,0,0,1
160000.0,2,32,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
50000.0,1,40,0,0,0,0,0,0,48219.0,48978.0,49257.0,19641.0,20053.0,19613.0,2037.0,2316.0,690.0,715.0,718.0,690.0,0,0,0,1,0,0,0,1,0
50000.0,1,42,0,0,0,0,0,0,50300.0,50898.0,49111.0,48943.0,45775.0,0.0,2200.0,1600.0,1700.0,1700.0,0.0,0.0,0,0,0,1,0,0,0,0,1
60000.0,1,24,0,0,0,0,0,0,47757.0,26340.0,16532.0,15782.0,17782.0,9450.0,1468.0,2000.0,0.0,2000.0,0.0,0.0,0,0,0,1,0,0,0,0,1
140000.0,1,27,1,-2,-2,-2,-2,-2,-488.0,-488.0,-488.0,-488.0,-488.0,-488.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0
110000.0,2,23,-1,0,0,0,0,0,37857.0,39117.0,34330.0,12207.0,71932.0,73769.0,2000.0,3000.0,1500.0,71392.0,3000.0,3500.0,0,0,0,1,0,0,0,0,1
30000.0,1,42,1,2,2,2,2,2,24335.0,23651.0,26346.0,26920.0,26194.0,27854.0,0.0,3401.0,1300.0,0.0,2400.0,2000.0,1,0,0,0,1,0,0,1,0
500000.0,2,36,0,0,0,0,0,0,352986.0,352870.0,350017.0,347410.0,337015.0,332360.0,13016.0,13172.0,15200.0,12000.0,13617.0,13000.0,0,0,0,1,0,0,0,1,0
390000.0,1,64,0,0,0,0,0,0,38383.0,38134.0,38679.0,39689.0,40472.0,41320.0,1608.0,1647.0,1657.0,1440.0,1496.0,1518.0,0,0,1,0,0,0,0,1,0
